Zone,1,2,3
t69,59.17529067370565,57.185520797547234,-13.342516017486574
t70,34.1007,32.954063543407734,-13.342516017486574
t71,34.1007,32.954063543407734,-13.342516017486574
t72,34.1007,32.954063543407734,-13.342516017486574
t73,31.793662285074777,30.724600000000002,-13.342516017486574
t74,31.793662285074777,30.724600000000002,-13.342516017486574
t75,31.793662285074777,30.724600000000002,-13.342516017486574
t76,31.793662285074777,30.724600000000002,-13.342516017486574
t77,31.793662285074777,30.724600000000002,-13.342516017486574
t78,31.793662285074777,30.724600000000002,-13.342516017486574
t79,31.793662285074777,30.724600000000002,-13.342516017486574
t80,31.793662285074777,30.724600000000002,-13.342516017486574
t81,1.88,1.816784976895094,-13.342516017486574
t82,-13.342516017486574,-13.342516017486574,-13.342516017486574
t83,-13.342516017486574,-13.342516017486574,-13.342516017486574
t84,-13.342516017486574,-13.342516017486574,-13.342516017486574
t85,-13.342516017486574,-13.342516017486574,-13.342516017486574
t86,-13.342516017486574,-13.342516017486574,-13.342516017486574
t87,28.181516017486572,27.23391219505216,29.30245342154774
t88,34.1007,30.724600000000002,32.79621025012261
t89,34.1007,32.954063543407734,32.79621025012261
t90,34.1007,32.954063543407734,32.79621025012261
t91,100.32736666666668,96.95385772949237,96.48943895700506
t92,67.21403333333332,64.95396063645003,64.64282460356382
t93,34.1007,32.954063543407734,32.79621025012261
t94,34.1007,32.954063543407734,31.9756
t95,34.1007,32.954063543407734,31.9756
t96,34.1007,32.954063543407734,31.9756
t97,31.793662285074777,30.724600000000002,30.577426062300948
t98,31.793662285074777,30.724600000000002,30.577426062300948
t99,31.793662285074777,30.724600000000002,30.577426062300948
t100,31.793662285074777,30.724600000000002,30.577426062300948
t101,31.793662285074777,30.724600000000002,30.577426062300948
t102,31.793662285074777,30.724600000000002,30.577426062300948
t103,34.1007,30.724600000000002,32.79621025012261
t104,34.1007,32.954063543407734,32.79621025012261
t105,34.1007,30.724600000000002,32.79621025012261
t106,25.574024569200006,24.714097678759895,24.59571465434096
t107,-9.875097678759898,-9.875097678759898,-9.875097678759898
t108,-11.667175896455458,-13.342516017486574,-11.667175896455458
t109,-13.34251601748657,-13.342516017486574,-13.34251601748657
t110,-13.34251601748657,-13.342516017486574,-13.342516017486574
t111,1.88,1.816784976895094,1.8080823933300636
t112,13.47532292196561,13.022215023104904,12.959837297682471
t113,31.793662285074777,30.724600000000002,30.577426062300948
t114,34.1007,32.954063543407734,32.79621025012261
t115,34.1007,32.954063543407734,31.15498974987739
t116,40.616327977315684,39.25060344991012,31.9756
t117,34.1007,32.954063543407734,-13.342516017486574
t118,126.92507202268433,122.65721491603227,122.06967446615201
t119,34.1007,32.954063543407734,32.79621025012261
t120,34.1007,32.954063543407734,32.79621025012261
t121,34.1007,30.724600000000002,32.79621025012261
t122,34.1007,30.724600000000002,32.79621025012261
t123,34.1007,30.724600000000002,32.79621025012261
t124,34.1007,30.724600000000002,35.457076644569106
t125,34.1007,30.724600000000002,35.457076644569106
t126,34.1007,30.724600000000002,35.457076644569106
t127,34.1007,30.724600000000002,35.457076644569106
t128,34.1007,30.724600000000002,34.76250761716371
t129,34.1007,30.724600000000002,34.76250761716371
t130,25.574024569200006,-13.342516017486574,26.591247372054468
t131,-13.342516017486574,-13.342516017486574,-13.342516017486574
t132,-13.342516017486574,-13.342516017486574,-13.342516017486574
t133,-13.342516017486574,-13.342516017486574,-13.342516017486574
t134,-10.735024569200009,-10.735024569200009,-10.735024569200009
t135,25.574024569200006,24.714097678759895,26.591247372054468
t136,31.793662285074777,30.724600000000002,30.577426062300948
t137,34.1007,30.724600000000002,32.79621025012261
t138,34.1007,32.954063543407734,32.79621025012261
t139,57.804209770555055,55.860542506615445,55.592964865158635
t140,57.804209770555055,55.86054250661545,55.592964865158635
t141,57.804209770555055,55.860542506615445,55.592964865158635
t142,34.1007,30.724600000000002,32.79621025012261
t143,34.1007,30.724600000000002,32.79621025012261
t144,34.1007,30.724600000000002,32.79621025012261
t145,31.793662285074777,30.724600000000002,30.577426062300948
t146,31.793662285074777,30.724600000000002,30.577426062300948
t147,31.793662285074777,30.724600000000002,30.577426062300948
t148,31.793662285074777,30.724600000000002,30.577426062300948
t149,31.793662285074777,30.724600000000002,30.577426062300948
t150,31.793662285074777,30.724600000000002,30.577426062300948
t151,31.793662285074777,30.724600000000002,30.577426062300948
t152,31.793662285074777,30.724600000000002,30.577426062300948
t153,15.372270460020946,14.855377676879943,15.983712120337941
t154,-13.342516017486574,-13.342516017486574,-13.342516017486574
t155,-13.342516017486574,-13.342516017486574,-13.342516017486574
t156,-13.342516017486574,-13.342516017486574,-13.342516017486574
t157,-13.342516017486574,-13.342516017486574,-13.342516017486574
t158,-13.342516017486574,-13.342516017486574,-13.342516017486574
t159,-13.342516017486574,-13.342516017486574,-13.342516017486574
t160,25.574024569200006,24.714097678759895,26.591247372054468
t161,34.1007,30.724600000000002,35.457076644569106
t162,64.52114872316612,62.35162430439484,67.08751771878416
t163,64.52114872316612,62.35162430439484,62.05295372541872
t164,64.52114872316612,62.35162430439485,62.05295372541872
t165,34.1007,32.954063543407734,32.79621025012261
t166,34.1007,32.954063543407734,32.79621025012261
t167,31.793662285074777,30.724600000000002,-13.342516017486574
t168,31.793662285074777,30.7246,-0.0
t169,31.793662285074777,30.724600000000002,-0.0
t170,31.793662285074777,30.724600000000002,-0.0
t171,31.793662285074777,30.724600000000002,-0.0
t172,25.574024569200006,24.714097678759895,-0.0
t173,25.574024569200006,24.714097678759895,-13.342516017486574
t174,25.574024569200006,24.714097678759895,-13.342516017486574
t175,25.574024569200006,24.714097678759895,-13.342516017486574
t176,27.746445853804314,28.181516017486572,26.685032034973148
t177,-13.342516017486574,-13.342516017486574,-13.342516017486574
t178,-13.342516017486574,-13.342516017486574,-13.342516017486574
t179,-13.342516017486574,-13.342516017486574,-13.342516017486574
t180,-13.342516017486574,-13.342516017486574,-13.342516017486574
t181,-13.342516017486574,-13.342516017486574,-13.342516017486574
t182,-13.342516017486574,-13.342516017486574,-13.342516017486574
t183,-13.342516017486574,-13.342516017486574,-13.342516017486574
t184,1.88,1.816784976895094,1.8080823933300636
t185,29.486624570149555,28.495136456592267,28.358641874479293
t186,34.1007,32.954063543407734,32.79621025012261
t187,34.1007,32.954063543407734,32.79621025012261
t188,109.45891581742897,105.77835842783495,105.27166940558027
t189,34.1007,32.954063543407734,32.79621025012261
t190,34.1007,32.954063543407734,32.79621025012261
t191,34.1007,32.95406354340773,32.79621025012261
t192,34.1007,30.724600000000002,32.79621025012261
t193,34.1007,30.724600000000002,32.79621025012261
t194,34.1007,30.724600000000002,32.79621025012261
t195,34.1007,30.724600000000002,32.79621025012261
t196,34.1007,30.724600000000002,32.79621025012261
t197,34.1007,30.724600000000002,32.79621025012261
t198,31.793662285074777,30.724600000000002,30.577426062300948
t199,34.1007,30.724600000000002,32.79621025012261
t200,34.1007,30.724600000000002,32.79621025012261
t201,25.574024569200006,24.714097678759895,24.59571465434096
t202,1.88,1.816784976895094,1.8080823933300636
t203,1.88,1.816784976895094,1.8080823933300636
t204,1.88,-13.342516017486574,1.8080823933300636
t205,-13.342516017486574,-13.342516017486574,-13.342516017486574
t206,-13.342516017486574,-13.342516017486574,-13.342516017486574
t207,-13.342516017486574,-13.342516017486574,-13.342516017486574
t208,25.574024569200006,24.714097678759895,24.59571465434096
t209,31.793662285074777,30.724600000000002,30.577426062300948
t210,34.1007,30.724600000000002,30.577426062300948
t211,67.21403333333333,64.95396063645005,30.577426062300948
t212,67.21403333333333,64.95396063645005,9.854543538524627
t213,67.21403333333333,64.95396063645005,64.64282460356384
t214,34.1007,32.954063543407734,-13.342516017486574
t215,34.1007,30.724600000000002,-13.342516017486574
t216,31.793662285074777,30.724600000000002,-13.342516017486574
t217,31.793662285074777,30.724600000000002,-13.342516017486574
t218,31.793662285074777,30.724600000000002,-13.342516017486574
t219,29.66613470935122,28.668610565157135,-13.342516017486574
t220,29.666134709351233,28.668610565157135,-13.342516017486574
t221,31.793662285074777,30.724600000000002,-13.342516017486574
t222,31.793662285074777,30.724600000000002,-13.342516017486574
t223,31.793662285074777,30.724600000000002,-13.342516017486574
t224,34.1007,32.954063543407734,-13.342516017486574
t225,25.574024569200006,24.714097678759895,14.059117901500864
t226,-0.7166018840142896,-0.7166018840142896,-0.7166018840142896
t227,-13.342516017486574,-13.342516017486574,-13.342516017486574
t228,-13.342516017486574,-13.342516017486574,-13.342516017486574
t229,-13.342516017486574,-13.342516017486574,-13.342516017486574
t230,-13.342516017486574,-13.342516017486574,-13.342516017486574
t231,-13.342516017486574,-13.342516017486574,-13.342516017486574
t232,-0.0,-0.0,-0.0
t233,29.486624570149555,28.495136456592267,-13.342516017486574
t234,34.1007,32.954063543407734,-13.342516017486574
t235,34.1007,32.954063543407734,-13.342516017486574
t236,34.1007,32.954063543407734,-13.342516017486574
t237,34.1007,32.954063543407734,-13.342516017486574
t238,34.1007,32.954063543407734,-13.342516017486574
t239,34.1007,32.954063543407734,-13.342516017486574
t240,31.793662285074777,30.724600000000002,-13.342516017486574
t241,31.793662285074777,30.724600000000002,-13.342516017486574
t242,31.793662285074777,30.724600000000002,-13.342516017486574
t243,31.793662285074777,30.724600000000002,-13.342516017486574
t244,31.793662285074777,30.724600000000002,-0.0
t245,31.793662285074777,30.724600000000002,30.577426062300948
t246,33.2474494645589,32.12950356770715,31.9756
t247,34.1007,32.954063543407734,32.79621025012261
t248,94.98614785614745,91.79223746711959,91.35254337709914
t249,31.79366228507477,30.7246,30.577426062300944
t250,7.419499999999998,7.170019221315504,7.135674104953406
t251,7.419499999999998,7.170019221315504,7.714615247322793
t252,7.419499999999998,-10.893885334452985,7.714615247322793
t253,7.419499999999998,-13.342516017486574,7.714615247322793
t254,7.419499999999998,-13.342516017486574,7.714615247322793
t255,7.419499999999998,-13.342516017486574,7.714615247322793
t256,29.963185335708463,28.955672860552408,31.15498974987739
t257,34.1007,30.724600000000002,32.79621025012261
t258,44.486391545426834,32.954063543407734,42.784607072379615
t259,78.5778542272866,75.93567291318453,75.57193336915596
t260,78.5778542272866,75.93567291318453,75.57193336915596
t261,34.1007,32.954063543407734,32.79621025012261
t262,34.1007,32.954063543407734,31.9756
t263,34.1007,32.954063543407734,31.9756
t264,33.2474494645589,30.724600000000002,31.9756
t265,31.793662285074777,30.724600000000002,30.577426062300948
t266,31.793662285074777,30.724600000000002,30.577426062300948
t267,31.79366228507477,30.724599999999995,30.577426062300948
t268,25.574024569200006,24.714097678759895,24.59571465434096
t269,25.574024569200006,24.714097678759895,24.59571465434096
t270,25.574024569200006,24.714097678759895,24.59571465434096
t271,31.793662285074777,30.724600000000002,30.577426062300948
t272,31.793662285074777,30.724600000000002,30.577426062300948
t273,31.793662285074777,30.724600000000002,30.577426062300948
t274,31.793662285074777,30.724600000000002,30.577426062300948
t275,31.793662285074777,30.724600000000002,30.577426062300948
t276,31.793662285074777,30.724600000000002,-13.342516017486574
t277,25.574024569200006,24.714097678759895,-13.342516017486574
t278,7.419499999999998,7.170019221315504,-13.342516017486574
t279,1.88,1.816784976895094,-13.342516017486574
t280,25.574024569200006,24.714097678759895,-13.342516017486574
t281,31.793662285074777,30.724600000000002,-13.342516017486574
t282,34.1007,32.954063543407734,-13.342516017486574
t283,38.94877035296534,37.63911747117258,-13.342516017486574
t284,38.94877035296534,37.63911747117258,-13.342516017486574
t285,34.1007,32.954063543407734,-13.342516017486574
t286,34.1007,32.954063543407734,-13.342516017486574
t287,34.1007,32.954063543407734,-13.342516017486574
t288,34.1007,32.954063543407734,-0.0
t289,31.793662285074777,30.724600000000002,-0.0
t290,31.793662285074777,30.724600000000002,30.577426062300948
t291,31.793662285074777,30.724600000000002,30.577426062300948
t292,31.793662285074777,30.724600000000002,30.577426062300948
t293,34.1007,30.724600000000002,32.79621025012261
t294,34.1007,30.724600000000002,32.79621025012261
t295,34.1007,30.724600000000002,32.79621025012261
t296,34.1007,32.954063543407734,32.79621025012261
t297,34.1007,32.954063543407734,32.79621025012261
t298,29.486624570149555,28.495136456592267,28.358641874479293
t299,1.88,1.816784976895094,1.8080823933300636
t300,-13.342516017486574,-13.342516017486574,-13.342516017486574
t301,-13.342516017486574,-13.342516017486574,-13.342516017486574
t302,-13.342516017486574,-13.342516017486574,-13.342516017486574
t303,-13.342516017486574,-13.342516017486574,-13.342516017486574
t304,-8.203098117600003,-8.203098117600003,-13.342516017486574
t305,23.84384779266554,23.0420981176,22.93172413997897
t306,31.79366228507477,30.724600000000002,13.342516017486574
t307,76.99863414196928,74.4095541226444,-13.342516017486574
t308,76.99863414196928,74.4095541226444,-13.342516017486574
t309,31.79366228507477,30.724599999999995,-13.342516017486574
t310,31.79366228507477,30.724599999999995,-13.342516017486574
t311,31.79366228507477,30.724599999999995,-13.342516017486574
t312,31.793662285074777,30.724600000000002,-13.342516017486574
t313,31.793662285074777,30.724600000000002,-13.342516017486574
t314,23.843847792665542,24.673494343188647,-13.342516017486574
t315,23.843847792665542,24.673494343188647,-13.342516017486574
t316,23.843847792665542,23.042098117600002,-13.342516017486574
t317,23.843847792665542,23.042098117600002,-13.342516017486574
t318,23.843847792665542,23.042098117600002,-13.342516017486574
t319,23.843847792665542,23.042098117600002,-13.342516017486574
t320,26.306241163977806,27.221566678076936,-13.342516017486574
t321,-12.38256667807694,-12.38256667807694,-13.342516017486574
t322,-13.342516017486574,-13.342516017486574,-13.342516017486574
t323,-13.342516017486574,-13.342516017486574,-13.342516017486574
t324,-13.342516017486574,-13.342516017486574,-13.342516017486574
t325,-13.342516017486574,-13.342516017486574,-13.342516017486574
t326,-13.342516017486574,-13.342516017486574,-13.342516017486574
t327,-13.342516017486574,-13.342516017486574,-13.342516017486574
t328,-13.342516017486574,-13.342516017486574,-13.342516017486574
t329,23.843847792665542,23.042098117600002,-13.342516017486574
t330,31.793662285074777,30.724600000000002,-13.342516017486574
t331,83.19192965713704,80.3946,-13.342516017486574
t332,83.19192965713704,80.3946,-13.342516017486574
t333,31.793662285074777,30.724600000000002,-13.342516017486574
t334,31.793662285074777,30.724600000000002,-13.342516017486574
t335,31.793662285074777,30.724600000000002,-13.342516017486574
t336,31.793662285074777,30.724600000000002,-13.342516017486574
t337,31.793662285074777,30.724600000000002,-13.342516017486574
t338,31.793662285074777,30.724600000000002,-13.342516017486574
t339,31.793662285074777,30.724600000000002,-13.342516017486574
t340,31.793662285074777,30.724600000000002,-13.342516017486574
t341,31.793662285074777,30.724600000000002,-13.342516017486574
t342,31.79366228507477,30.72459999999999,-13.342516017486574
t343,31.793662285074785,30.724600000000006,30.57742606230095
t344,31.79366228507477,30.7246,30.577426062300944
t345,-13.342516017486574,-13.342516017486574,-13.342516017486574
t346,-13.342516017486574,-13.342516017486574,-13.342516017486574
t347,-13.342516017486574,-13.342516017486574,-13.342516017486574
t348,-13.342516017486574,-13.342516017486574,-13.342516017486574
t349,-13.342516017486567,-13.342516017486567,-13.342516017486567
t350,-13.342516017486574,-13.342516017486574,-13.342516017486574
t351,-13.342516017486574,-13.342516017486574,-13.342516017486574
t352,-13.342516017486574,-13.342516017486574,-13.342516017486574
t353,23.843847792665542,23.042098117600002,-13.342516017486574
t354,39.74347677748401,38.4071018824,-13.342516017486574
t355,59.63843977466439,57.63309650429421,-13.342516017486574
t356,59.63843977466439,57.6330965042942,-13.342516017486574
t357,59.63843977466439,57.6330965042942,-13.342516017486574
t358,31.793662285074777,30.724600000000002,-13.342516017486574
t359,31.793662285074777,30.724600000000002,-13.342516017486574
t360,31.793662285074777,30.724600000000002,-13.342516017486574
t361,31.793662285074777,30.724600000000002,-13.342516017486574
t362,31.793662285074777,30.724600000000002,-13.342516017486574
t363,31.793662285074777,30.724600000000002,-13.342516017486574
t364,31.793662285074777,30.724600000000002,-13.342516017486574
t365,31.793662285074777,30.724600000000002,-13.342516017486574
t366,31.793662285074777,30.724600000000002,-13.342516017486574
t367,31.793662285074777,30.724600000000002,-13.342516017486574
t368,31.793662285074777,30.724600000000002,-13.342516017486574
t369,-11.570065557200634,-11.570065557200637,-13.342516017486574
t370,-13.342516017486574,-13.342516017486574,-13.342516017486574
t371,-13.342516017486574,-13.342516017486574,-13.342516017486574
t372,-1.9547781744008157,-1.9547781744008157,-1.9547781744008157
t373,1.88,1.816784976895094,1.9547781744008157
t374,1.5912319999999998,1.5377268044440071,1.6545242468128505
t375,13.247767999999997,12.802311638187,12.740987272192246
t376,23.84384779266554,23.0420981176,-12.740987272192246
t377,31.793662285074777,30.724600000000002,-13.342516017486574
t378,31.793662285074777,30.724600000000002,-13.342516017486574
t379,31.79366228507477,30.724599999999995,-13.342516017486574
t380,31.79366228507477,30.724599999999995,-13.342516017486574
t381,139.27750541876085,134.59429758735624,144.81735520084314
t382,31.793662285074777,30.724600000000002,-13.342516017486574
t383,31.793662285074777,30.724600000000002,-13.342516017486574
t384,31.793662285074777,30.724600000000002,-13.342516017486574
t385,23.843847792665535,23.042098117599995,-13.342516017486574
t386,23.843847792665535,23.042098117599995,-13.342516017486574
t387,23.843847792665535,23.042098117599995,-13.342516017486574
t388,23.843847792665535,23.042098117599995,-13.342516017486574
t389,23.84384779266554,23.0420981176,-13.342516017486574
t390,23.843847792665535,23.042098117599995,-13.342516017486574
t391,31.793662285074777,30.724600000000002,30.577426062300948
t392,31.793662285074777,30.724600000000002,30.577426062300948
t393,31.793662285074777,30.724600000000002,30.577426062300948
t394,23.84384779266554,23.0420981176,24.792251733424294
t395,23.843847792665542,23.042098117600002,24.792251733424294
t396,23.843847792665542,23.0420981176,24.792251733424294
t397,23.84384779266554,23.0420981176,24.79225173342429
t398,23.843847792665535,23.042098117599995,24.792251733424287
t399,31.79366228507477,30.724600000000002,33.058275063369436
t400,34.1007,30.724600000000002,35.457076644569106
t401,66.3181909283003,30.724599999999995,63.7812517951922
t402,62.138104202600836,60.048709685120805,59.76107029980395
t403,31.79366228507477,30.724599999999995,13.342516017486574
t404,31.79366228507477,30.724599999999995,-13.342516017486574
t405,31.793662285074777,30.724600000000002,-13.342516017486574
t406,31.793662285074777,30.724600000000002,-13.342516017486574
t407,31.793662285074777,30.724600000000002,-13.342516017486574
t408,31.793662285074777,30.724600000000002,-13.342516017486574
t409,23.843847792665535,24.67349434318864,-13.342516017486574
t410,23.843847792665535,23.042098117599995,-13.342516017486574
t411,23.843847792665535,23.042098117599995,-13.342516017486574
t412,23.843847792665535,23.042098117599995,-13.342516017486574
t413,23.843847792665535,23.042098117599995,-13.342516017486574
t414,23.843847792665535,23.042098117599995,-13.342516017486574
t415,23.84384779266554,23.0420981176,-13.342516017486574
t416,27.23391219505216,28.181516017486572,-13.342516017486574
t417,-13.342516017486574,-13.342516017486574,-13.342516017486574
t418,-13.342516017486574,-13.342516017486574,-13.342516017486574
t419,-13.342516017486574,-13.342516017486574,-13.342516017486574
t420,-13.342516017486574,-13.342516017486574,-13.342516017486574
t421,-13.342516017486574,-13.342516017486574,-13.342516017486574
t422,-13.342516017486574,-13.342516017486574,-13.342516017486574
t423,-13.342516017486574,-13.342516017486574,-13.342516017486574
t424,-13.342516017486574,-13.342516017486574,-13.342516017486574
t425,23.843847792665535,23.042098117599995,-13.342516017486574
t426,31.79366228507477,30.724599999999995,-13.342516017486574
t427,31.79366228507477,30.724599999999995,-13.342516017486574
t428,31.79366228507477,30.724599999999995,-13.342516017486574
t429,31.79366228507477,30.724599999999995,-13.342516017486574
t430,31.79366228507477,30.724599999999995,-13.342516017486574
t431,31.79366228507477,30.724599999999995,-13.342516017486574
t432,31.793662285074777,30.724600000000002,-13.342516017486574
t433,31.793662285074777,30.724600000000002,-13.342516017486574
t434,31.79366228507477,30.724599999999995,-13.342516017486574
t435,31.79366228507477,30.724599999999995,-13.342516017486574
t436,31.793662285074785,30.72460000000001,-13.342516017486574
t437,31.793662285074785,30.724600000000002,-13.342516017486574
t438,31.793662285074777,30.724600000000002,30.577426062300948
t439,31.79366228507477,30.724599999999995,30.57742606230094
t440,139.28798649512103,134.60442623739502,133.95965743841703
t441,30.7524039234919,29.718353963622253,31.9756
t442,23.843847792665535,23.042098117599995,24.792251733424287
t443,1.88,-8.2030981176,1.9547781744008157
t444,-0.0,-8.203098117599998,-0.0
t445,-13.342516017486574,-13.342516017486574,-13.342516017486574
t446,-13.342516017486574,-13.342516017486574,-13.342516017486574
t447,-13.342516017486574,-13.342516017486574,-13.342516017486574
t448,23.843847792665535,23.042098117599995,24.792251733424287
t449,31.793662285074777,30.724600000000002,30.577426062300948
t450,34.1007,32.954063543407734,32.79621025012261
t451,85.52174162562827,82.64607201241769,82.25018897884111
t452,85.52174162562827,82.64607201241769,82.25018897884111
t453,31.793662285074777,30.724600000000002,-13.342516017486574
t454,31.79366228507477,30.724599999999995,-13.342516017486574
t455,31.793662285074777,30.724600000000002,-13.342516017486574
t456,31.793662285074777,30.724600000000002,-13.342516017486574
t457,31.793662285074777,30.724600000000002,13.342516017486574
t458,31.79366228507477,30.724599999999995,30.577426062300965
t459,31.79366228507479,30.72460000000001,30.577426062300965
t460,31.79366228507479,30.724600000000017,30.577426062300965
t461,31.793662285074777,30.724600000000002,30.577426062300948
t462,31.793662285074777,30.724600000000002,30.577426062300948
t463,31.793662285074777,30.724600000000002,30.577426062300948
t464,31.79366228507477,30.724599999999995,30.57742606230094
t465,-0.0,-0.0,-0.0
t466,-13.342516017486574,-13.342516017486581,-13.342516017486574
t467,-13.342516017486574,-13.342516017486574,-13.342516017486574
t468,-13.342516017486574,-13.342516017486574,-13.342516017486574
t469,-13.342516017486574,-13.342516017486574,-13.342516017486574
t470,-13.342516017486574,-13.342516017486574,-13.342516017486574
t471,-13.342516017486574,-13.342516017486574,-13.342516017486574
t472,-13.342516017486574,-13.342516017486574,-13.342516017486574
t473,24.910170493845335,24.07256570484769,-13.342516017486574
t474,38.67715407630423,37.376634295152314,-13.342516017486574
t475,38.67715407630423,37.37663429515232,-13.342516017486574
t476,38.67715407630423,37.37663429515232,-13.342516017486574
t477,33.2474494645589,32.12950356770715,-13.342516017486574
t478,33.2474494645589,32.12950356770715,-13.342516017486574
t479,33.2474494645589,32.12950356770715,-13.342516017486574
t480,33.2474494645589,32.12950356770715,-13.342516017486574
t481,31.793662285074777,30.724600000000002,-13.342516017486574
t482,31.793662285074777,30.724600000000002,-13.342516017486574
t483,31.793662285074777,30.724600000000002,-13.342516017486574
t484,31.793662285074777,30.724600000000002,-0.0
t485,31.793662285074777,30.724600000000002,30.577426062300948
t486,33.2474494645589,30.724600000000002,31.9756
t487,33.2474494645589,30.724600000000002,31.9756
t488,33.2474494645589,30.724600000000002,31.9756
t489,33.2474494645589,30.724600000000002,31.975599999999993
t490,33.2474494645589,30.724600000000002,31.975599999999993
t491,33.2474494645589,30.724600000000002,31.975599999999993
t492,33.2474494645589,30.724600000000002,31.975599999999993
t493,33.2474494645589,30.724600000000002,31.975599999999993
t494,33.2474494645589,30.724600000000002,31.975599999999993
t495,33.2474494645589,30.724600000000002,31.975599999999993
t496,33.2474494645589,30.724600000000002,31.975599999999993
t497,59.07027710351861,57.08403830994833,56.8106
t498,59.07027710351861,57.08403830994833,56.8106
t499,59.07027710351861,57.08403830994833,56.8106
t500,59.07027710351861,57.08403830994833,56.8106
t501,33.2474494645589,32.12950356770715,31.9756
t502,33.2474494645589,32.12950356770715,31.9756
t503,33.2474494645589,32.12950356770715,31.9756
t504,31.79366228507477,30.724599999999995,30.577426062300944
t505,31.793662285074777,30.724600000000002,30.577426062300948
t506,31.793662285074777,30.724600000000002,17.234910044814374
t507,31.793662285074777,30.724600000000006,-13.342516017486574
t508,31.793662285074777,30.724600000000002,30.577426062300948
t509,31.793662285074777,30.724600000000002,30.577426062300948
t510,31.793662285074777,30.724600000000006,-0.0
t511,31.793662285074777,30.724600000000002,-0.0
t512,29.162091709620093,28.181516017486572,13.342516017486574
t513,-13.342516017486574,-13.342516017486574,-13.342516017486574
